X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2923,337584,9161214,27.0,27.25,27.0,27.25,271,26.95,27.6,46.15384615,33.73202813,36.23362318,41.23681326
2924,257939,7057598,27.25,27.5,27.2,27.45,235,26.95,27.6,76.92307692,48.1290444,40.19876358,24.33820195
2925,308058,8465177,27.45,27.6,27.35,27.4,279,26.95,27.6,69.23076923,55.16295268,45.18682661,25.23457449
2926,300626,8221238,27.6,27.6,27.25,27.4,238,26.95,27.6,69.23076923,59.85222486,50.0752927,30.52142837
2927,125268,3425439,27.4,27.4,27.3,27.4,140,26.95,27.6,69.23076923,62.97840632,54.37633057,37.17217907
2928,208407,5692806,27.4,27.4,27.25,27.25,169,26.95,27.6,46.15384615,57.3702196,55.37429358,51.38244154
2929,336508,9084196,27.25,27.25,26.85,26.95,391,26.85,27.6,13.33333333,42.69125751,51.14661489,68.05732965
2930,201405,5389696,26.95,26.95,26.65,26.75,204,26.65,27.6,10.52631579,31.96961027,44.75428002,70.32361951
2931,215443,5766427,26.75,26.85,26.65,26.75,187,26.65,27.6,10.52631579,24.82184544,38.11013516,64.68671459
2932,134650,3613987,26.65,27.0,26.6,27.0,165,26.6,27.6,40.0,29.88123029,35.36716687,46.33904002
2933,113521,3059218,27.0,27.0,26.9,26.9,116,26.6,27.6,30.0,29.9208202,33.55171798,40.81351354
2934,104223,2799957,26.9,26.95,26.8,26.9,167,26.6,27.6,30.0,29.94721346,32.35021647,37.15622249
2935,143700,3858612,26.75,27.0,26.7,27.0,144,26.6,27.4,50.0,36.63147564,33.77730286,28.06895731
2936,222504,5978157,27.0,27.0,26.7,26.95,168,26.6,27.4,43.75,39.0043171,35.51964094,28.55028863
2937,232729,6272300,26.95,27.0,26.9,27.0,171,26.6,27.25,61.53846154,46.51569858,39.18499349,24.52358331
2938,203137,5498580,27.0,27.15,27.0,27.1,165,26.6,27.15,90.90909091,61.31349602,46.561161,17.05649095
2939,98659,2669652,27.05,27.15,27.0,27.15,131,26.6,27.15,100.0,74.20899735,55.77710645,18.91332465
2940,264947,7198166,27.15,27.25,27.0,27.25,235,26.6,27.25,100.0,82.80599823,64.78673704,28.74821466
2941,162478,4416658,27.25,27.25,27.15,27.15,127,26.7,27.25,81.81818182,82.47672609,70.68340006,47.09674799
2942,227660,6168492,27.05,27.2,26.95,27.1,190,26.7,27.25,72.72727273,79.2269083,73.53123614,62.13989181
2943,207707,5625456,27.2,27.2,27.0,27.1,178,26.7,27.25,72.72727273,77.06036311,74.7076118,70.00210917
2944,491446,13425554,27.15,27.45,27.0,27.35,338,26.7,27.45,86.66666667,80.2624643,76.5592293,69.1527593
2945,202047,5478739,27.35,27.35,27.0,27.1,217,26.9,27.45,36.36363636,65.62952165,72.91599342,87.48893694
2946,251728,6784743,26.95,27.1,26.85,26.95,219,26.85,27.45,16.66666667,49.30856999,65.04685227,96.52341684
2947,172239,4644441,27.0,27.0,26.9,27.0,152,26.85,27.45,25.0,41.20571333,57.09980596,88.88799122
2948,142619,3851256,27.0,27.05,26.95,27.0,152,26.85,27.45,25.0,35.80380888,50.00114027,78.39580303
2949,310673,8450446,27.0,27.3,27.0,27.2,206,26.85,27.45,58.33333333,43.31365037,47.77197697,56.68863017
2950,378881,10338411,27.3,27.35,27.2,27.35,306,26.85,27.45,83.33333333,56.65354469,50.73249954,38.89040925
2951,650663,17808754,27.4,27.55,27.25,27.3,465,26.85,27.55,64.28571429,59.19760122,53.5542001,42.26739786
2952,328257,8936947,27.35,27.35,27.15,27.3,267,26.85,27.55,64.28571429,60.89363891,56.0006797,46.21476129
