X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2883,1520445,149386648,98.4,98.4,98.1,98.33,1063,97.8,98.7,44.44444444,41.44496992,42.12717969,43.49159922
2884,5436065,533445280,98.2,98.4,97.9,98.28,1602,97.8,98.6,37.5,40.12997995,41.46144644,44.12437943
2885,1854235,182172880,98.2,98.4,98.1,98.28999999999999,1122,97.8,98.6,75.0,51.75331997,44.89207095,31.16957292
2886,2556019,250769529,98.5,98.5,98.0,98.28,1578,97.9,98.6,14.28571429,39.26411807,43.01608666,50.52002383
2887,1815299,178154608,98.0,98.4,98.0,98.28,1317,97.9,98.6,71.42857143,49.98560252,45.33925861,36.04657079
2888,1720723,169218618,98.4,98.5,98.1,98.28,1113,97.9,98.6,71.42857143,57.13325883,49.27059202,33.5452584
2889,2913774,287583412,98.3,99.1,98.2,98.35,1770,97.9,99.1,100.0,71.42217255,56.6544522,27.11901148
2890,2862699,282399149,98.9,98.9,98.3,98.39000000000001,3195,97.9,99.1,75.0,72.6147817,61.97456203,40.69412269
2891,2865390,282965678,98.7,99.0,98.5,98.42999999999999,1721,97.9,99.1,75.0,73.40985447,65.78632618,50.53926959
2892,1972897,195205188,98.8,99.1,98.7,98.53,1266,97.9,99.1,100.0,82.27323631,71.28196289,49.29941604
2893,2124768,210782971,99.1,99.6,98.8,98.66,1566,98.0,99.6,93.75,86.09882421,76.22091666,56.46510157
2894,1777959,176893572,99.5,99.7,99.1,98.82,1421,98.0,99.7,100.0,90.73254947,81.0581276,61.70928385
2895,2171481,216379467,99.7,99.9,99.3,98.95,2839,98.0,99.9,89.47368421,90.31292772,84.14306097,71.80332748
2896,2857455,285114760,99.8,100.0,99.3,99.15,2070,98.1,100.0,100.0,93.54195181,87.27602458,74.74417013
2897,2449523,244955492,100.0,100.5,99.5,99.36,1878,98.2,100.5,100.0,95.69463454,90.0822279,78.85741463
2898,2044118,204982958,100.5,100.5,99.9,99.57000000000001,1318,98.3,100.5,100.0,97.12975636,92.43140406,83.03469945
2899,2619607,261749938,100.5,100.5,99.5,99.66,1530,98.5,100.5,75.0,89.75317091,91.53865967,95.1096372
2900,1500186,148985709,100.0,100.0,99.1,99.69,1099,98.7,100.5,22.22222222,67.24285468,83.44005801,115.8344647
2901,1839809,182142137,99.1,99.6,98.5,99.72999999999999,1401,98.5,100.5,35.0,56.49523645,74.45845082,110.3848796
2902,1343172,132729225,99.1,99.4,98.7,99.69,1672,98.5,100.5,10.0,40.9968243,63.30457532,107.9200773
2903,1467597,144726942,98.8,99.0,98.5,99.61999999999999,1213,98.5,100.5,15.0,32.3312162,52.98012228,94.27793443
2904,2648119,260247984,98.5,98.8,98.1,99.46000000000001,1994,98.1,100.5,0.0,21.55414413,42.50479623,84.40610042
2905,1723931,169357883,98.1,98.6,98.0,99.31,1360,98.0,100.5,8.0,17.03609609,34.01522952,67.97349637
2906,12514260,1219643544,98.2,98.5,97.0,99.01,4381,97.0,100.5,0.0,11.35739739,26.46261881,56.67306164
2907,3059160,299702029,97.4,98.5,97.3,98.78999999999999,2381,97.0,100.5,37.14285714,19.95255064,24.29259609,32.97268697
2908,2758918,272020874,98.1,99.0,98.0,98.62,1615,97.0,100.0,60.0,33.30170043,27.29563087,15.28349174
2909,1627898,160190436,98.3,98.7,98.2,98.45,1620,97.0,99.6,50.0,38.86780029,31.15302067,15.72346145
2910,2003966,196429737,98.0,98.3,97.5,98.34,1467,97.0,99.4,41.66666667,39.80075575,34.03559903,22.5052856
2911,2350264,230942601,98.0,98.6,98.0,98.28,1505,97.0,99.0,80.0,53.20050383,40.42390063,14.87069423
2912,1708589,168495046,99.0,99.0,98.4,98.27,1234,97.0,99.0,80.0,62.13366922,47.66049016,18.71413204
2913,1475485,145500724,98.6,98.8,98.4,98.27000000000001,878,97.0,99.0,90.0,71.42244615,55.58114216,23.89853417
2914,1280650,126060739,98.5,98.6,98.2,98.28999999999999,837,97.0,99.0,65.0,69.28163076,60.14797169,41.88065355
2915,2233021,219187906,98.4,98.5,98.0,98.27,1822,97.3,99.0,41.17647059,59.91324404,60.06972914,60.38269935
2916,1342077,131624739,98.0,98.4,97.9,98.38,968,97.5,99.0,40.0,53.27549603,57.80498477,66.86396226
2917,2781489,273377165,98.0,98.6,97.8,98.36,1097,97.5,99.0,40.0,48.85033068,54.82010007,66.75963886
2918,2882253,283911819,98.3,98.8,98.0,98.33999999999999,1291,97.5,99.0,73.33333333,57.01133157,55.55051057,52.62886858
2919,3397987,335686124,98.6,98.9,98.5,98.4,897,97.8,99.0,91.66666667,68.56310993,59.88804369,42.53791121
2920,2260932,222745305,98.5,98.8,98.3,98.44,1410,97.8,99.0,50.0,62.37540662,60.71716467,57.40068076
2921,3527812,348640986,98.5,99.1,98.4,98.46,1378,97.8,99.1,76.92307692,67.22463006,62.8863198,54.20969928
2922,2045635,203009275,99.0,99.5,99.0,98.52000000000001,1061,97.8,99.5,82.35294118,72.26740043,66.01334668,53.50523917
2923,2072358,206184512,99.1,99.6,99.1,98.59,1539,97.8,99.6,94.44444444,79.65974843,70.56214726,52.36694492
2924,2076958,206915277,99.6,99.8,99.3,98.74,1447,97.8,99.8,100.0,86.43983229,75.85470894,54.68446223
2925,2511347,250799072,99.8,100.5,99.5,98.92999999999999,2710,97.8,100.5,77.77777778,83.55248079,78.42063289,68.15693709
2926,2289701,229352976,99.9,100.5,99.8,99.17,1457,98.0,100.5,100.0,89.03498719,81.95875099,67.80627858
2927,2426234,243265754,100.5,100.5,99.8,99.41,1241,98.3,100.5,100.0,92.68999146,85.53583115,71.22751052
X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2876,3752753,368461967,98.5,98.5,98.0,98.75999999999999,2300,97.6,99.6,25.0,38.79712171,46.89054582,63.07739404
2877,4305283,422067965,98.2,98.4,97.8,98.68,2031,97.6,99.6,40.0,39.19808114,44.32639092,54.58301049
2878,5617341,552449803,98.5,98.5,98.0,98.6,1321,97.6,99.3,47.05882353,41.8183286,43.49037015,46.83445325
2879,2418213,237447951,98.3,98.4,98.0,98.52,1442,97.6,99.3,47.05882353,43.56516024,43.51530018,43.41558005
2880,936237,92041692,98.3,98.5,98.1,98.47,711,97.8,99.3,40.0,42.3767735,43.13579129,44.65382687
2881,4700177,462571033,98.6,98.6,98.2,98.41,1359,97.8,99.0,50.0,44.917849,43.72981052,41.35373357
2882,2014397,197781851,98.3,98.4,98.0,98.34,1194,97.8,98.8,30.0,39.94523266,42.46828457,47.51438838
2883,1520445,149386648,98.4,98.4,98.1,98.33,1063,97.8,98.7,44.44444444,41.44496992,42.12717969,43.49159922
2884,5436065,533445280,98.2,98.4,97.9,98.28,1602,97.8,98.6,37.5,40.12997995,41.46144644,44.12437943
2885,1854235,182172880,98.2,98.4,98.1,98.28999999999999,1122,97.8,98.6,75.0,51.75331997,44.89207095,31.16957292
2886,2556019,250769529,98.5,98.5,98.0,98.28,1578,97.9,98.6,14.28571429,39.26411807,43.01608666,50.52002383
2887,1815299,178154608,98.0,98.4,98.0,98.28,1317,97.9,98.6,71.42857143,49.98560252,45.33925861,36.04657079
2888,1720723,169218618,98.4,98.5,98.1,98.28,1113,97.9,98.6,71.42857143,57.13325883,49.27059202,33.5452584
2889,2913774,287583412,98.3,99.1,98.2,98.35,1770,97.9,99.1,100.0,71.42217255,56.6544522,27.11901148
2890,2862699,282399149,98.9,98.9,98.3,98.39000000000001,3195,97.9,99.1,75.0,72.6147817,61.97456203,40.69412269
2891,2865390,282965678,98.7,99.0,98.5,98.42999999999999,1721,97.9,99.1,75.0,73.40985447,65.78632618,50.53926959
2892,1972897,195205188,98.8,99.1,98.7,98.53,1266,97.9,99.1,100.0,82.27323631,71.28196289,49.29941604
2893,2124768,210782971,99.1,99.6,98.8,98.66,1566,98.0,99.6,93.75,86.09882421,76.22091666,56.46510157
2894,1777959,176893572,99.5,99.7,99.1,98.82,1421,98.0,99.7,100.0,90.73254947,81.0581276,61.70928385
2895,2171481,216379467,99.7,99.9,99.3,98.95,2839,98.0,99.9,89.47368421,90.31292772,84.14306097,71.80332748
2896,2857455,285114760,99.8,100.0,99.3,99.15,2070,98.1,100.0,100.0,93.54195181,87.27602458,74.74417013
2897,2449523,244955492,100.0,100.5,99.5,99.36,1878,98.2,100.5,100.0,95.69463454,90.0822279,78.85741463
2898,2044118,204982958,100.5,100.5,99.9,99.57000000000001,1318,98.3,100.5,100.0,97.12975636,92.43140406,83.03469945
2899,2619607,261749938,100.5,100.5,99.5,99.66,1530,98.5,100.5,75.0,89.75317091,91.53865967,95.1096372
2900,1500186,148985709,100.0,100.0,99.1,99.69,1099,98.7,100.5,22.22222222,67.24285468,83.44005801,115.8344647
2901,1839809,182142137,99.1,99.6,98.5,99.72999999999999,1401,98.5,100.5,35.0,56.49523645,74.45845082,110.3848796
2902,1343172,132729225,99.1,99.4,98.7,99.69,1672,98.5,100.5,10.0,40.9968243,63.30457532,107.9200773
2903,1467597,144726942,98.8,99.0,98.5,99.61999999999999,1213,98.5,100.5,15.0,32.3312162,52.98012228,94.27793443
2904,2648119,260247984,98.5,98.8,98.1,99.46000000000001,1994,98.1,100.5,0.0,21.55414413,42.50479623,84.40610042
2905,1723931,169357883,98.1,98.6,98.0,99.31,1360,98.0,100.5,8.0,17.03609609,34.01522952,67.97349637
2906,12514260,1219643544,98.2,98.5,97.0,99.01,4381,97.0,100.5,0.0,11.35739739,26.46261881,56.67306164
2907,3059160,299702029,97.4,98.5,97.3,98.78999999999999,2381,97.0,100.5,37.14285714,19.95255064,24.29259609,32.97268697
2908,2758918,272020874,98.1,99.0,98.0,98.62,1615,97.0,100.0,60.0,33.30170043,27.29563087,15.28349174
2909,1627898,160190436,98.3,98.7,98.2,98.45,1620,97.0,99.6,50.0,38.86780029,31.15302067,15.72346145
2910,2003966,196429737,98.0,98.3,97.5,98.34,1467,97.0,99.4,41.66666667,39.80075575,34.03559903,22.5052856
2911,2350264,230942601,98.0,98.6,98.0,98.28,1505,97.0,99.0,80.0,53.20050383,40.42390063,14.87069423
2912,1708589,168495046,99.0,99.0,98.4,98.27,1234,97.0,99.0,80.0,62.13366922,47.66049016,18.71413204
2913,1475485,145500724,98.6,98.8,98.4,98.27000000000001,878,97.0,99.0,90.0,71.42244615,55.58114216,23.89853417
2914,1280650,126060739,98.5,98.6,98.2,98.28999999999999,837,97.0,99.0,65.0,69.28163076,60.14797169,41.88065355
2915,2233021,219187906,98.4,98.5,98.0,98.27,1822,97.3,99.0,41.17647059,59.91324404,60.06972914,60.38269935
2916,1342077,131624739,98.0,98.4,97.9,98.38,968,97.5,99.0,40.0,53.27549603,57.80498477,66.86396226
2917,2781489,273377165,98.0,98.6,97.8,98.36,1097,97.5,99.0,40.0,48.85033068,54.82010007,66.75963886
2918,2882253,283911819,98.3,98.8,98.0,98.33999999999999,1291,97.5,99.0,73.33333333,57.01133157,55.55051057,52.62886858
2919,3397987,335686124,98.6,98.9,98.5,98.4,897,97.8,99.0,91.66666667,68.56310993,59.88804369,42.53791121
2920,2260932,222745305,98.5,98.8,98.3,98.44,1410,97.8,99.0,50.0,62.37540662,60.71716467,57.40068076
2921,3527812,348640986,98.5,99.1,98.4,98.46,1378,97.8,99.1,76.92307692,67.22463006,62.8863198,54.20969928
2922,2045635,203009275,99.0,99.5,99.0,98.52000000000001,1061,97.8,99.5,82.35294118,72.26740043,66.01334668,53.50523917
2923,2072358,206184512,99.1,99.6,99.1,98.59,1539,97.8,99.6,94.44444444,79.65974843,70.56214726,52.36694492
2924,2076958,206915277,99.6,99.8,99.3,98.74,1447,97.8,99.8,100.0,86.43983229,75.85470894,54.68446223
2925,2511347,250799072,99.8,100.5,99.5,98.92999999999999,2710,97.8,100.5,77.77777778,83.55248079,78.42063289,68.15693709
2926,2289701,229352976,99.9,100.5,99.8,99.17,1457,98.0,100.5,100.0,89.03498719,81.95875099,67.80627858
2927,2426234,243265754,100.5,100.5,99.8,99.41,1241,98.3,100.5,100.0,92.68999146,85.53583115,71.22751052
